time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1700006881999958500,131.01095849609376,56.55967750400305,1.2327766984144768,160.49634671243822,43.256856831362995,92.96967735141516,35.751562271163486,4.765793247168571,3.3334294289862028,-79.90006688323781,0.1712247442303311
1700006882999957000,132.01095703125,56.32525556348264,1.6619821156715446,180,43.2568610383499,92.73525541089475,35.75156205561402,4.76724864191121,3.3313476880962996,-79.90006452566895,0.2121016000127624
1700006883999960300,133.01096020507813,56.251674346625805,1.6594189432408806,180,43.256865956045324,92.66167419403791,35.75156702013499,4.76775715546738,3.3306198731284895,-79.90005870471559,0.21447109773399767
1700006884999963000,134.010962890625,56.65933522582054,1.6407481114151559,180,43.25686783630813,93.06933507323265,35.75156363447567,4.78383345500138,3.307487642848934,-79.90005958377218,0.11086651083797384
1700006885999963600,135.01096362304688,56.42118791397661,1.2339223913357658,180,43.25686391144579,92.83118776138872,35.75155074129309,4.771241144409633,3.3256270047438403,-79.90006947719003,0.0728606524534678
1700006886999966200,136.01096630859374,56.364045658148825,1.195425116084431,180,43.25686207743293,92.77404550556093,35.75153784379603,4.7631087365936065,3.3372641783614454,-79.90007813849647,0.04935718973201097
1700006887999970800,137.010970703125,56.39054188784212,1.3183133902153927,180,43.25685670858238,92.80054173525423,35.751524394309946,4.775527666355396,3.3194687136141265,-79.90008921145501,0.052174986801356134
1700006888999974000,138.01097387695313,56.023052672855556,1.7606856763341028,180,43.256850803503745,92.43305252026767,35.751524553037335,4.790744663155957,3.29746912119455,-79.90009260512963,0.13875222902707463
1700006889999974700,139.010974609375,55.731759732589126,1.7297018695080335,180,43.25684163723851,92.14175958000124,35.751516598659826,4.7950879013817085,3.291150110646975,-79.90010269163247,0.14899954277729452
1700006890999978000,140.01097802734375,55.38600460905582,1.75599149205744,180,43.25683675620223,91.79600445646793,35.751507378858086,4.820009378644705,3.25454245978846,-79.90011099125083,0.1638684059430126
1700006891999980800,141.0109807128906,55.01680932752788,1.0826667733710267,-1,43.25683777624978,91.42680917493999,-1,4.832730829904082,3.2356220048830537,-79.90009818821324,0.4411922739483827
1700006892999980000,142.01097998046876,54.794700467959046,0.9542666382422128,-1,43.25683664082026,91.20470031537116,-1,4.804959354462823,3.276721323937855,-79.900102515938,0.4585005157936852
1700006893999978200,143.01097827148436,54.79003381356597,1.1949848287752187,-1,43.256830219667414,91.20003366097808,-1,4.804697536550506,3.277105218795138,-79.90010844439614,0.3812727812081066
